temperature C 	 humidity % 	 gyroX 	 gyroY 	 gyroZ 	 accelX 	 accelY 	 accelZ 	 accelTotal 	 pressureIMU 	 temperatureIMU 	 altitude 	
23	72	-0.19	-0.20	0.04	-0.29	-0.06	-9.44	254.49	1012.30	25.31	7.94	
23	72	-0.17	-0.45	-0.04	-0.24	-0.02	-9.38	254.92	1012.37	25.35	7.33	
23	72	-0.21	-0.18	0.17	-0.26	-0.02	-9.47	254.31	1012.23	25.30	8.51	
23	72	0.17	-1.09	0.47	-0.32	-0.06	-9.50	254.35	1012.32	25.35	7.77	
23	72	-0.24	-0.38	0.37	-0.29	-0.01	-9.49	254.18	1012.31	25.34	7.84	
23	72	-0.37	-0.31	0.28	-0.26	-0.05	-9.47	254.71	1012.21	25.36	8.64	
23	72	-0.20	-0.26	-0.02	-0.28	-0.02	-9.48	254.83	1012.27	25.35	8.19	
23	72	-0.21	-0.34	0.11	-0.25	-0.05	-9.47	254.00	1012.26	25.33	8.27	
23	72	-0.35	-0.16	0.05	-0.28	-0.04	-9.45	254.52	1012.23	25.35	8.52	
23	72	-0.28	-0.25	0.18	-0.32	-0.04	-9.44	254.22	1012.12	25.29	9.42	
23	72	-0.18	-0.39	0.51	-0.27	-0.04	-9.45	254.89	1012.20	25.34	8.71	
23	72	-0.24	-0.28	0.47	-0.28	-0.01	-9.45	254.71	1012.26	25.36	8.20	
23	72	-0.16	-0.42	0.31	-0.31	-0.02	-9.44	254.32	1012.31	25.39	7.82	
23	72	-0.25	-0.28	0.19	-0.27	-0.06	-9.47	254.40	1012.31	25.39	7.79	
23	72	0.08	-0.28	0.41	-0.24	-0.02	-9.36	254.33	1012.19	25.40	8.81	
23	72	0.12	-0.36	0.36	-0.29	-0.04	-9.49	254.50	1012.22	25.44	8.58	
23	72	-0.03	-0.34	0.61	-0.32	-0.03	-9.43	254.53	1012.35	25.39	7.46	
23	72	-0.04	-0.44	0.24	-0.28	-0.03	-9.34	254.42	1012.30	25.36	7.92	
23	72	-0.12	-0.27	0.02	-0.29	-0.04	-9.47	255.08	1012.44	25.44	6.72	
23	72	-1.29	-0.88	0.51	-0.32	-0.08	-9.57	254.41	1012.34	25.40	7.56	
23	72	-0.06	-0.51	0.23	-0.28	-0.05	-9.43	254.48	1012.35	25.43	7.45	
23	72	-0.19	-0.57	0.07	-0.32	-0.04	-9.51	254.93	1012.23	25.39	8.48	
23	72	0.28	-0.32	0.59	-0.44	-0.06	-9.53	254.23	1012.32	25.41	7.76	
23	72	-0.46	-0.33	0.01	-0.29	-0.04	-9.45	255.22	1012.33	25.42	7.67	
23	72	-0.37	-0.28	0.18	-0.27	-0.04	-9.47	254.78	1012.34	25.40	7.54	
23	72	-0.16	-0.33	0.25	-0.28	-0.01	-9.46	254.58	1012.35	25.42	7.47	
23	72	-0.33	-0.42	0.40	-0.32	-0.03	-9.51	254.71	1012.42	25.44	6.94	
23	72	-0.21	-0.26	0.27	-0.29	-0.08	-9.44	255.08	1012.36	25.44	7.42	
23	72	-0.19	-0.46	0.30	-0.28	-0.05	-9.46	254.94	1012.47	25.48	6.47	
23	72	-0.02	-0.31	-0.02	-0.29	-0.05	-9.44	254.61	1012.38	25.46	7.24	
23	72	-0.20	-0.31	0.32	-0.29	-0.02	-9.44	254.80	1012.33	25.42	7.67	
23	72	-0.28	-0.37	0.12	-0.30	-0.03	-9.46	254.60	1012.48	25.48	6.43	
23	72	-0.21	-0.57	0.37	-0.29	-0.06	-9.40	254.80	1012.35	25.43	7.51	
23	72	-0.41	-0.40	0.09	-0.28	-0.02	-9.47	254.95	1012.38	25.51	7.23	
23	72	0.03	-0.39	0.42	-0.30	-0.04	-9.47	255.10	1012.25	25.45	8.29	
23	72	-0.04	-0.47	0.25	-0.32	-0.01	-9.50	254.61	1012.38	25.46	7.24	
23	72	-0.27	-0.37	0.54	-0.29	-0.01	-9.45	255.34	1012.38	25.45	7.22	
23	72	-0.20	-0.28	0.44	-0.32	-0.02	-9.47	255.19	1012.48	25.53	6.42	
23	72	-0.11	-0.57	0.45	-0.29	-0.01	-9.47	255.35	1012.37	25.48	7.34	
23	72	-0.03	-0.15	0.46	-0.29	-0.03	-9.43	255.42	1012.27	25.46	8.16	
23	72	-0.51	-0.64	0.58	-0.28	-0.01	-9.46	255.23	1012.33	25.51	7.69	
23	72	0.04	-0.33	0.17	-0.28	-0.05	-9.45	255.39	1012.42	25.51	6.91	
23	72	-0.11	-0.46	0.16	-0.29	-0.04	-9.47	255.38	1012.30	25.48	7.87	
23	72	-0.31	-0.31	0.30	-0.27	-0.04	-9.44	255.62	1012.53	25.54	6.02	
23	72	-0.07	-0.41	0.27	-0.32	-0.04	-9.43	255.38	1012.50	25.52	6.28	
23	72	-0.27	-0.23	0.37	-0.32	-0.05	-9.48	254.47	1012.49	25.54	6.37	
23	72	-0.37	-0.28	0.16	-0.28	-0.04	-9.45	255.30	1012.51	25.54	6.15	
23	72	-0.26	-0.46	0.16	-0.32	-0.04	-9.48	254.99	1012.53	25.55	5.99	
23	72	-0.14	-0.25	-0.19	-0.29	-0.03	-9.46	255.65	1012.43	25.53	6.82	
23	72	-0.12	-0.45	0.16	-0.29	-0.02	-9.46	254.83	1012.31	25.52	7.83	
23	72	-0.26	-0.49	0.43	-0.32	-0.02	-9.40	255.09	1012.31	25.50	7.85	
23	72	-0.17	-0.04	0.31	-0.32	-0.02	-9.46	255.24	1012.36	25.55	7.40	
23	72	-0.35	-0.37	0.26	-0.30	-0.01	-9.46	255.03	1012.41	25.54	6.96	
23	72	-0.15	-0.52	0.09	-0.30	-0.04	-9.51	254.36	1012.50	25.58	6.28	
23	72	-0.19	-0.16	0.40	-0.29	-0.02	-9.44	255.06	1012.49	25.57	6.35	
23	72	-0.54	-0.30	0.69	-0.34	-0.12	-9.51	254.85	1012.48	25.55	6.39	
23	72	-0.12	-0.50	0.37	-0.28	-0.07	-9.44	255.18	1012.42	25.49	6.94	
23	72	-0.25	-0.15	0.17	-0.29	-0.03	-9.43	254.67	1012.48	25.52	6.44	
23	72	-0.07	-0.58	0.26	-0.24	-0.10	-9.39	255.23	1012.49	25.52	6.37	
23	71	-0.31	-0.60	0.05	-0.28	-0.03	-9.47	255.44	1012.45	25.53	6.67	
23	71	-0.17	-0.38	0.25	-0.27	-0.01	-9.46	255.82	1012.36	25.49	7.40	
23	71	-0.21	-0.38	0.46	-0.28	-0.02	-9.43	255.24	1012.47	25.50	6.54	
23	71	-0.32	-0.47	0.57	-0.32	-0.04	-9.48	255.28	1012.48	25.53	6.42	
23	71	-0.26	-0.52	0.15	-0.32	-0.02	-9.45	255.88	1012.58	25.54	5.59	
23	71	-0.04	-0.44	0.11	-0.29	-0.02	-9.43	255.59	1012.52	25.55	6.07	
23	71	0.06	-0.31	0.28	-0.27	-0.05	-9.43	254.74	1012.42	25.54	6.88	
23	71	-0.34	-0.07	0.25	-0.32	-0.04	-9.48	255.04	1012.36	25.55	7.40	
23	71	-0.11	-0.72	0.14	-0.28	-0.05	-9.47	255.48	1012.51	25.55	6.20	
23	71	-0.25	-0.35	0.35	-0.29	-0.05	-9.46	255.58	1012.38	25.54	7.25	
23	71	-0.16	-0.31	0.32	-0.27	-0.09	-9.42	255.34	1012.48	25.55	6.38	
23	71	-0.39	-0.23	0.11	-0.31	-0.06	-9.46	255.39	1012.44	25.56	6.77	
23	71	-0.37	-0.20	0.29	-0.30	-0.05	-9.43	255.49	1012.36	25.55	7.40	
23	71	-0.21	-0.57	0.46	-0.28	-0.06	-9.42	255.32	1012.37	25.54	7.30	
23	71	-0.38	-0.38	0.38	-0.32	-0.05	-9.46	255.40	1012.37	25.55	7.34	
23	71	-0.53	-0.52	0.08	-0.29	-0.01	-9.44	255.31	1012.34	25.52	7.56	
23	71	-0.62	-0.45	0.45	-0.32	-0.07	-9.40	255.01	1012.42	25.55	6.88	
23	71	-0.30	-0.32	0.17	-0.29	-0.02	-9.47	255.34	1012.47	25.57	6.48	
23	71	-0.23	-0.51	0.17	-0.24	-0.07	-9.43	255.43	1012.39	25.52	7.19	
23	71	-0.26	-0.58	0.08	-0.32	-0.01	-9.44	254.83	1012.41	25.56	6.96	
23	71	-0.27	-0.29	0.04	-0.30	-0.05	-9.46	255.49	1012.48	25.57	6.37	
23	71	-0.20	-0.15	0.07	-0.30	-0.05	-9.46	254.84	1012.41	25.54	7.01	
23	71	-0.17	-0.25	0.33	-0.32	-0.02	-9.43	255.74	1012.44	25.56	6.77	
23	71	-0.09	-0.43	0.34	-0.31	-0.06	-9.48	255.46	1012.51	25.60	6.14	
23	71	-0.07	-0.26	0.39	-0.28	-0.07	-9.47	255.08	1012.42	25.58	6.90	
23	71	-0.17	-0.38	0.23	-0.28	-0.05	-9.46	255.14	1012.41	25.55	6.99	
23	71	-0.33	-0.36	-0.01	-0.28	-0.02	-9.46	255.61	1012.46	25.59	6.60	
23	71	-0.10	-0.40	-1.96	-0.29	-0.05	-9.46	255.38	1012.45	25.60	6.68	
23	71	-0.30	-0.35	0.25	-0.27	-0.06	-9.43	255.56	1012.42	25.58	6.95	
23	71	-0.01	-0.56	-0.01	-0.26	-0.03	-9.47	255.57	1012.50	25.61	6.28	
23	71	-0.12	-0.50	-0.03	-0.32	-0.05	-9.50	255.47	1012.59	25.58	5.46	
23	71	-0.29	-0.39	0.40	-0.23	-0.05	-9.44	255.03	1012.55	25.59	5.83	
23	71	-0.49	-0.31	0.20	-0.26	-0.01	-9.46	255.83	1012.72	25.61	4.42	
23	71	-0.43	-0.36	0.34	-0.33	-0.02	-9.53	255.16	1012.67	25.58	4.83	
23	71	-0.17	-0.60	-0.05	-0.29	-0.06	-9.47	254.87	1012.77	25.59	4.03	
23	71	-0.19	-0.37	0.22	-0.32	-0.04	-9.41	255.00	1012.82	25.61	3.60	
23	71	-0.22	-0.39	0.25	-0.32	-0.04	-9.45	255.36	1012.74	25.58	4.21	
23	71	-0.20	-0.37	0.38	-0.31	-0.02	-9.47	255.16	1012.68	25.60	4.74	
23	71	-0.16	-0.28	0.03	-0.30	-0.06	-9.45	255.52	1012.64	25.61	5.10	
23	71	-0.04	-0.61	0.46	-0.29	-0.08	-9.45	255.66	1012.54	25.59	5.92	
23	71	-0.29	-0.39	0.42	-0.33	-0.09	-9.53	255.05	1012.54	25.58	5.92	
23	71	-0.26	-0.30	0.24	-0.32	-0.05	-9.47	255.76	1012.67	25.60	4.80	
23	71	0.06	-0.32	0.29	-0.27	-0.03	-9.44	255.58	1012.77	25.58	3.96	
23	71	-0.21	-0.37	0.28	-0.29	-0.05	-9.40	255.53	1012.64	25.59	5.09	
23	71	-0.30	-0.25	0.32	-0.23	-0.05	-9.45	255.40	1012.77	25.59	4.00	
23	71	-0.20	-0.51	0.15	-0.29	-0.02	-9.46	255.39	1012.65	25.59	4.97	
23	71	0.08	-0.20	0.26	-0.32	-0.08	-9.43	255.28	1012.52	25.59	6.05	
23	71	-0.17	-0.25	0.35	-0.26	-0.02	-9.45	255.62	1012.47	25.60	6.49	
23	71	-0.25	-0.34	0.25	-0.27	-0.06	-9.46	255.00	1012.53	25.61	5.97	
23	71	-0.25	-0.15	0.30	-0.28	-0.07	-9.45	255.87	1012.44	25.60	6.77	
23	71	0.07	-0.32	0.02	-0.32	-0.01	-9.44	255.32	1012.44	25.59	6.77	
23	71	-0.25	-0.26	0.42	-0.29	-0.04	-9.43	255.12	1012.40	25.58	7.10	
23	71	-0.12	-0.32	0.19	-0.32	-0.06	-9.48	255.82	1012.47	25.62	6.46	
23	71	-0.27	-0.35	0.04	-0.29	-0.02	-9.47	254.99	1012.44	25.58	6.76	
23	71	0.03	-0.30	0.38	-0.29	-0.03	-9.45	255.44	1012.46	25.62	6.60	
23	71	-0.25	-0.41	0.11	-0.32	-0.05	-9.47	255.49	1012.27	25.55	8.12	
23	71	-0.23	-0.27	0.28	-0.29	-0.05	-9.44	255.99	1012.41	25.58	6.99	
23	71	-0.04	-0.52	0.61	-0.32	-0.05	-9.45	255.34	1012.32	25.55	7.71	
23	71	-0.31	-0.33	0.47	-0.28	-0.02	-9.45	255.78	1012.44	25.60	6.75	
23	71	-0.29	-0.27	0.39	-0.32	-0.07	-9.48	256.16	1012.37	25.59	7.32	
23	71	-0.28	-0.51	0.46	-0.32	-0.05	-9.47	255.62	1012.37	25.59	7.31	
23	71	-0.33	-0.55	0.26	-0.32	-0.03	-9.52	256.06	1012.39	25.63	7.19	
23	71	-0.25	-0.25	0.11	-0.32	-0.03	-9.44	255.41	1012.40	25.60	7.11	
23	71	-0.08	-0.28	-0.13	-0.26	-0.02	-9.45	255.31	1012.45	25.63	6.68	
23	71	-0.26	-0.39	0.08	-0.32	-0.02	-9.44	255.52	1012.48	25.62	6.44	
23	71	-0.24	-0.41	0.01	-0.29	-0.04	-9.47	255.60	1012.38	25.61	7.21	
23	71	-0.16	-0.55	0.17	-0.31	-0.04	-9.46	255.33	1012.46	25.63	6.59	
23	71	-0.32	-0.57	0.49	-0.28	-0.04	-9.43	255.20	1012.35	25.59	7.51	
23	71	-0.07	-0.51	0.45	-0.30	-0.03	-9.46	255.78	1012.49	25.61	6.33	
23	71	-0.02	-0.29	0.49	-0.32	-0.03	-9.45	255.63	1012.33	25.61	7.67	
23	71	-0.24	-0.26	0.16	-0.26	-0.03	-9.47	255.61	1012.45	25.59	6.66	
23	71	-0.30	-0.41	0.24	-0.42	-0.04	-9.45	255.53	1012.37	25.63	7.29	
23	71	-0.01	-0.39	0.13	-0.32	-0.06	-9.44	255.59	1012.42	25.61	6.94	
23	71	-0.10	-0.51	0.16	-0.29	-0.06	-9.44	255.40	1012.42	25.60	6.91	
23	71	-0.15	-0.38	0.29	-0.25	-0.02	-9.46	255.22	1012.44	25.61	6.71	
23	71	-0.11	-0.26	0.17	-0.28	-0.04	-9.45	255.67	1012.58	25.65	5.54	
23	71	-0.04	-0.42	0.27	-0.28	-0.05	-9.44	255.37	1012.52	25.60	6.06	
23	71	-0.32	-0.29	0.24	-0.29	-0.02	-9.42	255.25	1012.44	25.61	6.75	
23	71	-0.25	-0.42	0.25	-0.30	-0.05	-9.45	255.12	1012.48	25.59	6.44	
23	71	-0.11	-0.27	0.18	-0.32	-0.03	-9.48	255.51	1012.41	25.64	6.96	
23	71	-0.11	-0.36	-0.10	-0.29	-0.07	-9.46	255.74	1012.48	25.61	6.42	
23	71	-0.33	-0.34	0.26	-0.40	-0.09	-9.43	255.70	1012.46	25.61	6.57	
23	71	-0.29	-0.52	0.40	-0.28	-0.02	-9.46	255.10	1012.46	25.61	6.60	
23	71	-0.11	-0.46	0.39	-0.29	-0.03	-9.39	255.45	1012.44	25.60	6.71	
23	71	-0.07	-0.46	0.40	-0.32	-0.04	-9.47	255.25	1012.40	25.60	7.06	
23	71	-0.12	-0.35	0.23	-0.32	-0.04	-9.46	255.28	1012.32	25.60	7.77	
23	71	-0.16	-0.40	0.44	-0.29	-0.05	-9.45	255.26	1012.44	25.61	6.79	
23	71	-0.26	-0.58	0.08	-0.28	-0.03	-9.45	254.97	1012.36	25.56	7.39	
23	71	-0.17	-0.23	0.20	-0.32	-0.03	-9.48	255.39	1012.32	25.61	7.76	
23	71	-0.26	-0.40	-0.04	-0.28	-0.05	-9.52	255.88	1012.41	25.61	7.04	
23	71	-0.21	-0.47	0.11	-0.28	-0.01	-9.48	255.66	1012.37	25.59	7.34	
23	71	-0.26	-0.38	0.44	-0.32	-0.05	-9.47	254.93	1012.30	25.55	7.90	
23	71	-0.31	-0.55	0.29	-0.27	-0.03	-9.45	255.46	1012.41	25.61	6.99	
23	71	-0.25	-0.36	0.22	-0.30	-0.03	-9.44	255.57	1012.30	25.59	7.87	
23	71	-0.18	-0.36	0.22	-0.28	-0.03	-9.44	255.44	1012.34	25.62	7.59	
23	71	-0.20	-0.32	0.11	-0.30	-0.03	-9.43	255.44	1012.39	25.59	7.20	
23	71	-0.23	-0.37	0.26	-0.32	-0.02	-9.54	255.25	1012.31	25.57	7.81	
23	71	-0.25	-0.42	0.23	-0.27	-0.02	-9.44	255.25	1012.44	25.57	6.71	
23	71	-0.26	-0.34	0.20	-0.27	-0.02	-9.43	255.16	1012.33	25.59	7.70	
23	71	-0.26	-0.55	0.06	-0.30	-0.04	-9.46	255.47	1012.48	25.61	6.42	
23	71	-0.13	-0.36	0.17	-0.31	-0.05	-9.47	255.48	1012.31	25.58	7.83	
23	71	0.08	-0.13	0.33	-0.32	-0.06	-9.46	255.36	1012.28	25.59	8.06	
23	71	0.04	-0.47	0.19	-0.32	-0.04	-9.47	255.56	1012.31	25.58	7.80	
23	71	-0.24	-0.44	0.16	-0.30	-0.06	-9.43	255.75	1012.38	25.60	7.25	
23	71	-0.07	-0.52	0.43	-0.32	-0.05	-9.46	255.62	1012.36	25.61	7.44	
23	71	-0.17	-0.33	0.21	-0.28	-0.05	-9.46	255.35	1012.46	25.59	6.61	
23	71	-0.36	-0.21	0.31	-0.28	-0.07	-9.45	255.41	1012.35	25.60	7.51	
23	71	-0.36	-0.25	0.17	-0.33	-0.03	-9.45	255.27	1012.31	25.58	7.81	
23	71	-0.18	-0.56	0.04	-0.23	-0.06	-9.53	255.11	1012.45	25.61	6.69	
23	71	-0.08	-0.32	0.27	-0.29	-0.02	-9.48	255.47	1012.49	25.62	6.35	
23	71	-0.24	-0.25	0.17	-0.29	-0.02	-9.47	254.97	1012.37	25.59	7.30	
23	71	-0.14	-0.37	0.27	-0.32	-0.01	-9.50	255.47	1012.43	25.60	6.84	
23	71	-0.29	-0.40	0.23	-0.25	-0.05	-9.47	255.50	1012.50	25.60	6.27	
23	71	-0.22	-0.24	0.26	-0.32	-0.05	-9.45	255.69	1012.41	25.62	7.02	
23	71	-0.17	-0.31	0.20	-0.32	-0.03	-9.45	255.43	1012.48	25.61	6.40	
23	71	-0.17	-0.34	0.08	-0.32	-0.05	-9.47	255.47	1012.41	25.61	7.03	
23	71	-0.26	-0.55	0.61	-0.30	-0.04	-9.46	255.98	1012.44	25.61	6.78	
23	71	-0.23	-0.50	0.25	-0.29	-0.03	-9.45	255.40	1012.31	25.56	7.85	
23	71	-0.21	-0.24	0.08	-0.30	-0.03	-9.43	254.95	1012.34	25.60	7.58	
23	71	-0.37	-0.42	0.29	-0.24	-0.08	-9.45	255.32	1012.54	25.64	5.91	
23	71	-0.18	-0.52	0.34	-0.32	-0.05	-9.45	255.27	1012.26	25.56	8.29	
23	71	0.02	-0.38	0.51	-0.32	-0.01	-9.51	255.83	1012.48	25.62	6.46	
23	71	-0.28	-0.19	0.18	-0.27	-0.01	-9.46	255.97	1012.40	25.59	7.07	
23	71	-0.18	-0.34	0.35	-0.28	-0.05	-9.48	255.67	1012.24	25.56	8.38	
23	71	-0.17	-0.38	0.12	-0.26	-0.05	-9.50	255.57	1012.47	25.63	6.49	
23	71	-0.35	-0.38	0.24	-0.29	-0.03	-9.46	255.55	1012.38	25.61	7.23	
23	71	-0.07	-0.52	0.08	-0.32	-0.01	-9.51	255.12	1012.36	25.61	7.41	
23	71	-0.34	-0.29	0.30	-0.28	-0.04	-9.42	255.24	1012.42	25.58	6.93	
23	71	-0.17	-0.42	0.41	-0.28	-0.03	-9.43	255.96	1012.31	25.58	7.82	
23	71	-0.11	-0.42	0.28	-0.29	-0.04	-9.47	255.32	1012.35	25.60	7.53	
23	71	-0.16	-0.62	0.35	-0.29	-0.05	-9.44	255.76	1012.30	25.59	7.91	
23	71	-0.22	-0.38	0.27	-0.29	-0.04	-9.49	255.08	1012.42	25.61	6.89	
23	71	-0.26	-0.33	0.31	-0.28	-0.03	-9.47	255.88	1012.53	25.62	6.01	
23	71	-0.12	-0.36	0.35	-0.27	-0.02	-9.47	255.50	1012.46	25.61	6.55	
23	71	-0.25	-0.45	0.12	-0.32	-0.06	-9.47	255.42	1012.37	25.61	7.29	
23	71	-0.12	-0.23	0.25	-0.32	-0.03	-9.47	255.76	1012.48	25.59	6.43	
23	71	-0.19	-0.52	0.24	-0.28	-0.02	-9.47	255.64	1012.41	25.60	7.03	
23	71	0.00	-0.37	-0.33	-0.32	-0.05	-9.44	255.69	1012.33	25.61	7.63	
23	71	-0.37	-0.54	0.25	-0.32	-0.04	-9.45	255.35	1012.47	25.64	6.46	
23	71	0.01	-0.70	0.19	-0.28	-0.03	-9.41	255.42	1012.38	25.60	7.28	
23	71	-0.36	-0.46	0.31	-0.29	-0.05	-9.49	255.98	1012.54	25.63	5.95	
23	71	-0.14	-0.25	0.19	-0.29	-0.03	-9.44	255.49	1012.42	25.61	6.88	
23	71	-0.08	-0.40	0.18	-0.28	-0.04	-9.44	255.32	1012.50	25.63	6.26	
23	71	-0.02	-0.45	0.25	-0.28	-0.05	-9.44	255.73	1012.47	25.60	6.46	
23	71	-0.11	-0.17	0.13	-0.30	-0.02	-9.42	255.60	1012.48	25.63	6.41	
23	71	-0.31	-0.58	0.13	-0.11	-0.01	-9.44	255.10	981.92	25.61	264.09	
23	71	-0.25	-0.23	0.39	-0.29	-0.04	-9.45	255.13	918.24	25.60	822.69	
23	71	-0.04	-0.30	0.13	-0.34	-0.09	-9.30	255.53	864.95	25.57	1314.86	
23	70	-0.51	-0.37	0.17	-0.17	0.03	-9.45	255.16	815.37	25.55	1795.30	
23	70	0.03	-0.29	0.39	-0.26	-0.01	-9.52	255.45	768.94	25.56	2267.05	
23	69	0.17	-0.49	0.17	-0.34	-0.03	-9.47	255.01	725.46	25.48	2730.35	
23	68	-0.31	-0.45	0.41	-0.33	-0.06	-9.43	254.92	686.87	25.49	3160.82	
23	68	-0.42	-0.47	0.10	-0.35	-0.05	-9.48	254.93	648.88	25.48	3604.09	
23	67	-0.09	-0.47	0.05	-0.33	-0.01	-9.36	255.70	613.61	25.43	4034.83	
23	66	-0.25	-0.30	0.18	-0.36	-0.05	-9.35	255.28	580.58	25.40	4456.77	
23	66	-0.20	-0.17	0.30	-0.43	-0.11	-9.40	254.93	549.77	25.36	4868.30	
23	66	-0.33	-0.24	0.50	-0.23	-0.14	-9.36	255.01	520.59	25.34	5275.68	
23	66	-0.14	-0.25	0.24	-0.20	-0.10	-9.32	255.09	493.37	25.26	5672.78	
23	66	-0.08	-0.43	0.40	-0.33	-0.01	-9.49	255.33	467.65	25.21	6064.57	
23	66	-0.42	-0.33	0.33	-0.35	-0.02	-9.51	254.82	443.16	25.22	6454.14	
23	66	-0.16	-0.31	0.46	-0.32	-0.05	-9.47	255.34	419.82	25.12	6842.11	
23	66	-0.31	-0.30	0.28	-0.46	-0.03	-9.50	255.38	398.70	25.09	7208.47	
23	65	-0.29	-0.42	0.13	-0.32	-0.14	-9.39	255.06	377.82	25.10	7586.43	
23	65	-0.13	-0.06	0.37	-0.25	-0.03	-9.38	254.97	357.92	25.02	7962.79	
22	64	-0.04	-0.35	0.21	-0.21	-0.04	-9.45	255.59	339.04	24.99	8335.81	
22	63	-0.31	-0.61	0.50	-0.48	-0.02	-9.40	255.41	321.38	24.97	8700.30	
22	63	-0.18	-0.32	0.04	-0.23	-0.03	-9.41	255.33	304.40	24.90	9066.50	
22	62	0.03	-0.44	0.16	-0.33	-0.11	-9.26	255.52	288.33	24.92	9428.46	
22	61	-0.19	-0.28	0.49	-0.32	-0.14	-9.35	255.22	273.17	24.89	9785.25	
22	60	0.04	-0.36	0.10	-0.34	-0.04	-9.45	255.49	258.77	24.84	10139.42	
22	59	-0.12	-0.23	0.22	-0.14	-0.02	-9.37	255.40	245.12	24.77	10490.14	
22	58	-0.13	-0.05	0.31	-0.23	-0.11	-9.26	255.30	232.26	24.80	10835.25	
22	57	-0.23	-0.33	0.20	-0.44	-0.09	-9.47	254.78	220.45	24.77	11166.39	
22	56	-0.04	-0.14	0.24	-0.26	-0.04	-9.40	255.18	208.90	24.74	11504.07	
22	56	-0.20	-0.30	0.25	-0.26	-0.09	-9.31	254.67	197.81	24.69	11843.07	
22	55	-0.07	-0.25	0.20	-0.28	-0.15	-9.36	255.26	187.41	24.69	12175.13	
22	54	-0.25	-0.21	0.43	-0.36	-0.11	-9.35	255.58	177.15	24.65	12517.94	
22	53	-0.10	-0.36	0.10	-0.13	-0.02	-9.33	254.67	167.79	24.63	12844.74	
21	52	-0.24	-0.47	0.23	-0.11	-0.01	-9.38	255.19	158.64	24.59	13178.74	
21	51	-0.19	-0.40	0.39	-0.20	-0.01	-9.32	255.48	150.31	24.58	13496.89	
21	50	-0.04	-0.25	0.19	-0.22	-0.05	-9.48	254.99	142.38	24.61	13813.35	
21	50	0.13	-0.14	0.27	-0.32	-0.05	-9.47	255.10	134.57	24.52	14139.06	
21	50	-0.15	-0.11	-0.19	-0.34	-0.13	-9.46	254.90	127.32	24.53	14455.47	
21	49	-0.45	-0.40	0.26	-0.33	-0.10	-9.39	254.61	120.78	24.48	14753.88	
21	49	-0.28	-0.23	0.31	-0.43	-0.08	-9.37	255.35	114.02	24.49	15076.19	
21	48	-0.52	-0.24	0.05	-0.33	-0.15	-9.38	255.61	107.83	24.45	15385.33	
21	48	-0.17	-0.15	0.25	-0.44	-0.17	-9.44	254.43	101.95	24.39	15692.30	
21	48	-0.14	-0.35	0.25	-0.38	-0.22	-9.44	255.23	96.53	24.41	15988.20	
21	47	0.07	-0.42	0.08	-0.22	-0.18	-9.30	255.52	91.14	24.37	16296.62	
21	47	-0.18	-0.43	0.27	-0.27	-0.11	-9.35	255.00	86.34	24.37	16583.57	
21	47	-0.11	-0.51	0.05	-0.31	-0.16	-9.49	254.75	81.64	24.34	16877.29	
21	47	-0.47	-0.36	0.53	-0.22	-0.16	-9.42	255.12	77.22	24.28	17166.99	
21	46	-0.09	-0.38	0.34	-0.14	-0.02	-9.41	255.10	72.85	24.32	17466.38	
21	46	-0.42	-0.49	0.52	-0.22	-0.06	-9.26	255.19	68.86	24.27	17752.22	
21	46	-0.37	-0.28	0.18	-0.16	-0.18	-9.38	255.33	65.24	24.26	18024.58	
21	46	-0.22	-0.38	0.14	-0.16	-0.07	-9.39	254.77	61.70	24.22	18302.14	
21	46	-0.36	-0.69	0.01	-0.33	-0.12	-9.33	254.82	58.29	24.22	18582.30	
21	45	0.03	-0.28	-0.04	-0.15	-0.06	-9.46	255.13	55.19	24.20	18848.44	
21	45	-0.05	-0.46	0.14	-0.25	-0.22	-9.41	254.58	52.11	24.16	19124.90	
21	45	-0.32	-0.40	0.38	-0.17	-0.06	-9.35	254.48	49.26	24.15	19393.28	
21	45	-0.12	-0.31	0.47	-0.32	-0.05	-9.41	254.77	46.44	24.13	19671.78	
21	44	-0.19	-0.60	0.31	-0.39	-0.12	-9.27	254.96	44.09	24.10	19913.81	
21	44	-0.30	-0.45	0.21	-0.19	-0.11	-9.36	255.32	41.66	24.06	20175.60	
21	44	-0.21	-0.35	0.23	-0.13	-0.12	-9.47	255.04	39.45	24.06	20425.52	
21	44	-0.33	-0.44	0.39	-0.21	-0.16	-9.35	254.99	37.35	24.02	20672.99	
21	44	0.13	-0.30	0.11	-0.20	-0.08	-9.29	254.86	35.14	24.04	20946.31	
21	44	-0.34	-0.35	0.25	-0.16	-0.11	-9.18	255.10	33.39	23.99	21172.11	
21	44	-0.26	-0.24	0.18	-0.25	-0.10	-9.23	255.37	31.61	23.99	21411.51	
21	43	-0.23	-0.62	0.30	-0.13	-0.11	-9.33	254.99	29.86	23.98	21658.39	
21	43	0.00	-0.64	0.38	-0.17	-0.05	-9.38	255.73	28.09	23.97	21920.41	
21	43	-0.03	-0.26	0.39	-0.15	-0.09	-9.47	255.18	26.52	23.95	22164.74	
21	43	-0.21	-0.67	0.74	-0.25	-0.16	-9.34	254.92	25.15	23.94	22387.28	
21	43	-0.08	-0.44	0.45	-0.15	-0.12	-9.38	254.92	23.59	23.91	22653.25	
21	42	-0.29	-0.44	-0.05	-0.33	-0.22	-9.35	255.24	22.47	23.87	22853.40	
